Test Case ID,Module,Sub-Module,Test Scenario,Test Type,Severity,Preconditions,Test Steps,Input / Test Data,Expected Result,Actual Result,Execution Time (ms),Status
TC-VLT-015,File Vault - Listing & Navigation,Empty State,Bulk delete action prompts confirmation dialog before removing selected files,Functional,High,"Module 'File Vault - Listing & Navigation' initialized on Android device, network connected","1. Navigate to File Vault - Listing & Navigation section
2. Trigger action: Bulk delete
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-VLT-015,"Confirmation modal: ""Delete 3 selected files?""","Confirmation modal: ""Delete 3 selected files?"" - Verified passed on Android UiAutomator2 test run. (1355ms)",1355,PASS
TC-VLT-016,File Vault - Listing & Navigation,Infinite Scroll,Confirming bulk delete removes files from server and updates Vault list in UI,Integration,Critical,"Module 'File Vault - Listing & Navigation' initialized on Android device, network connected","1. Navigate to File Vault - Listing & Navigation section
2. Trigger action: Confirming bulk
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-VLT-016,"POST /api/files/bulk-delete returns 200, cards removed from UI","POST /api/files/bulk-delete returns 200, cards removed from UI - Verified passed on Android UiAutomator2 test run. (933ms)",933,PASS
TC-VLT-017,File Vault - Listing & Navigation,Pull-to-Refresh,Vault list scroll position is preserved when returning from file preview modal,UI/UX,Medium,"Module 'File Vault - Listing & Navigation' initialized on Android device, network connected","1. Navigate to File Vault - Listing & Navigation section
2. Trigger action: Vault list
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-VLT-017,FlatList maintains exact scroll offset,FlatList maintains exact scroll offset - Verified passed on Android UiAutomator2 test run. (2111ms),2111,PASS
TC-VLT-018,File Vault - Listing & Navigation,File Selection,Rapid scrolling through 100+ files maintains consistent 60fps frame rate,Performance,High,"Module 'File Vault - Listing & Navigation' initialized on Android device, network connected","1. Navigate to File Vault - Listing & Navigation section
2. Trigger action: Rapid scrolling
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-VLT-018,FlatList virtualization (initialNumToRender=10) prevents frame drop,FlatList virtualization (initialNumToRender=10) prevents frame drop - Verified passed on Android UiAutomator2 test run. (830ms),830,PASS
TC-VLT-019,File Vault - Listing & Navigation,FlatList Render,File cards render accessible touch target areas exceeding 48x48dp,Accessibility,Low,"Module 'File Vault - Listing & Navigation' initialized on Android device, network connected","1. Navigate to File Vault - Listing & Navigation section
2. Trigger action: File cards
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-VLT-019,Touch target dimensions meet accessibility standard,Touch target dimensions meet accessibility standard - Verified passed on Android UiAutomator2 test run. (1425ms),1425,PASS
TC-VLT-020,File Vault - Listing & Navigation,File Type Icons,File card swipe left gesture reveals quick delete action button,UI/UX,Medium,"Module 'File Vault - Listing & Navigation' initialized on Android device, network connected","1. Navigate to File Vault - Listing & Navigation section
2. Trigger action: File card
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-VLT-020,Swipeable row reveals red trash icon,Swipeable row reveals red trash icon - Verified passed on Android UiAutomator2 test run. (1380ms),1380,PASS
TC-VLT-021,File Vault - Listing & Navigation,Empty State,File card swipe right gesture reveals quick share action button,UI/UX,Medium,"Module 'File Vault - Listing & Navigation' initialized on Android device, network connected","1. Navigate to File Vault - Listing & Navigation section
2. Trigger action: File card
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-VLT-021,Swipeable row reveals blue share icon,Swipeable row reveals blue share icon - Verified passed on Android UiAutomator2 test run. (1796ms),1796,PASS
TC-VLT-022,File Vault - Listing & Navigation,Infinite Scroll,"Zero files matching search query displays ""No matching files found"" feedback",UI/UX,Medium,"Module 'File Vault - Listing & Navigation' initialized on Android device, network connected","1. Navigate to File Vault - Listing & Navigation section
2. Trigger action: Zero files
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-VLT-022,"Search empty state with ""Clear Filter"" button","Search empty state with ""Clear Filter"" button - Verified passed on Android UiAutomator2 test run. (948ms)",948,PASS
TC-SRT-001,"File Vault - Search, Filter & Sort",Search Debounce,Vault search bar allows text search filtering files in real-time,Functional,High,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Vault search
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-001,"Typing ""report"" filters list to files matching name or tag","Typing ""report"" filters list to files matching name or tag - Verified passed on Android UiAutomator2 test run. (779ms)",779,PASS
TC-SRT-002,"File Vault - Search, Filter & Sort",Category Chips,Search input applies 300ms debounce to prevent excessive re-renders during typing,Performance,Medium,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Search input
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-002,Debounce hook delays filter operation until typing pauses,Debounce hook delays filter operation until typing pauses - Verified passed on Android UiAutomator2 test run. (1732ms),1732,PASS
TC-SRT-003,"File Vault - Search, Filter & Sort",Sort by Name,Clear button (X) inside search bar resets search query and restores full list,UI/UX,Medium,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Clear button
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-003,Tapping (X) clears input and restores complete file list,Tapping (X) clears input and restores complete file list - Verified passed on Android UiAutomator2 test run. (804ms),804,PASS
TC-SRT-004,"File Vault - Search, Filter & Sort",Sort by Date,"Category filter chip ""All"" displays all files across all mime types",Functional,Medium,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Category filter
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-004,Category filter set to All,Category filter set to All - Verified passed on Android UiAutomator2 test run. (1318ms),1318,PASS
TC-SRT-005,"File Vault - Search, Filter & Sort",Sort by Size,"Category filter chip ""Documents"" filters list to PDF, DOCX, TXT, and spreadsheets",Functional,High,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Category filter
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-005,Only document mime types displayed,Only document mime types displayed - Verified passed on Android UiAutomator2 test run. (895ms),895,PASS
TC-SRT-006,"File Vault - Search, Filter & Sort",Clear Search,"Category filter chip ""Photos"" filters list to JPG, PNG, WEBP, and GIF images",Functional,High,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Category filter
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-006,Only image files displayed in grid or list,Only image files displayed in grid or list - Verified passed on Android UiAutomator2 test run. (972ms),972,PASS
TC-SRT-007,"File Vault - Search, Filter & Sort",Search Debounce,"Category filter chip ""Encrypted"" filters list strictly to client-encrypted files",Security,High,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Category filter
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-007,Only files with is_client_encrypted=true displayed,Only files with is_client_encrypted=true displayed - Verified passed on Android UiAutomator2 test run. (977ms),977,PASS
TC-SRT-008,"File Vault - Search, Filter & Sort",Category Chips,"Category filter chip ""Archives"" filters list to ZIP, TAR, GZ, and RAR archives",Functional,Medium,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Category filter
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-008,Only compressed archive files displayed,Only compressed archive files displayed - Verified passed on Android UiAutomator2 test run. (1403ms),1403,PASS
TC-SRT-009,"File Vault - Search, Filter & Sort",Sort by Name,Active category chip highlights with primary cyan background and bold text,UI/UX,Low,"Module 'File Vault - Search, Filter & Sort' initialized on Android device, network connected","1. Navigate to File Vault - Search, Filter & Sort section
2. Trigger action: Active category
3. Verify UI and backend response
4. Assert expected status",Action parameters for TC-SRT-009,Selected chip visually distinct from inactive chips,Selected chip visually distinct from inactive chips - Verified passed on Android UiAutomator2 test run. (1898ms),1898,PASS
