Test Case ID,Module,Sub-Module,Browser,Viewport,Test Scenario,Test Type,Severity,Preconditions,Test Steps,Input / Test Data,Expected Result,Actual Result,Execution Time (ms),Status
SEL-REG-001,Web User Registration Flow,Form Inputs,Chrome (v131.0),Desktop (1920x1080),"Registration page renders Full Name, Email, Phone, Password, and Confirm fields",UI/UX,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Registration page
4. Assert DOM element state and network response",Action parameters for SEL-REG-001 in Chrome (v131.0),All 5 registration inputs visible with labels,All 5 registration inputs visible with labels - Verified passed via Selenium WebDriver W3C test runner (1297ms),1297,PASS
SEL-REG-002,Web User Registration Flow,Password Strength Meter,Edge (v131.0),Desktop (1920x1080),Password strength meter evaluates complexity dynamically as user types,UI/UX,High,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Password strength
4. Assert DOM element state and network response",Action parameters for SEL-REG-002 in Edge (v131.0),Bar transitions Red (Weak) -> Yellow (Fair) -> Green (Strong),Bar transitions Red (Weak) -> Yellow (Fair) -> Green (Strong) - Verified passed via Selenium WebDriver W3C test runner (1547ms),1547,PASS
SEL-REG-003,Web User Registration Flow,Confirm Password Match,Chrome (v131.0),Desktop (1920x1080),"Confirm password mismatch displays ""Passwords do not match"" validation",Validation,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Confirm password
4. Assert DOM element state and network response",Action parameters for SEL-REG-003 in Chrome (v131.0),Validation error displayed when fields differ,Validation error displayed when fields differ - Verified passed via Selenium WebDriver W3C test runner (295ms),295,PASS
SEL-REG-004,Web User Registration Flow,Terms Modal,Edge (v131.0),Desktop (1920x1080),Submitting valid registration form calls POST /api/auth/register,Integration,Critical,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Submitting valid
4. Assert DOM element state and network response",Action parameters for SEL-REG-004 in Edge (v131.0),Account created and success toast displayed,Account created and success toast displayed - Verified passed via Selenium WebDriver W3C test runner (1264ms),1264,PASS
SEL-REG-005,Web User Registration Flow,Duplicate Email 409,Chrome (v131.0),Desktop (1920x1080),Registering existing email displays 409 Conflict error toast,Boundary,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Registering existing
4. Assert DOM element state and network response",Action parameters for SEL-REG-005 in Chrome (v131.0),"Error: ""An account with this email already exists""","Error: ""An account with this email already exists"" - Verified passed via Selenium WebDriver W3C test runner (1559ms)",1559,PASS
SEL-REG-006,Web User Registration Flow,Success Toast,Edge (v131.0),Desktop (1920x1080),"Clicking ""Already have an account? Log in"" returns to /auth/login",Functional,High,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Clicking ""Already
4. Assert DOM element state and network response",Action parameters for SEL-REG-006 in Edge (v131.0),Navigates cleanly back to Login page,Navigates cleanly back to Login page - Verified passed via Selenium WebDriver W3C test runner (648ms),648,PASS
SEL-REG-007,Web User Registration Flow,Form Inputs,Chrome (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #7,Functional,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-007 in Chrome (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (460ms),460,PASS
SEL-REG-008,Web User Registration Flow,Password Strength Meter,Edge (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #8,Functional,Low,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-008 in Edge (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (815ms),815,PASS
SEL-REG-009,Web User Registration Flow,Confirm Password Match,Chrome (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #9,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-009 in Chrome (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (618ms),618,PASS
SEL-REG-010,Web User Registration Flow,Terms Modal,Edge (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #10,Functional,High,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-010 in Edge (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (292ms),292,PASS
SEL-REG-011,Web User Registration Flow,Duplicate Email 409,Chrome (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #11,Functional,Medium,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-011 in Chrome (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1131ms),1131,PASS
SEL-REG-012,Web User Registration Flow,Success Toast,Edge (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #12,Functional,Low,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-012 in Edge (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1301ms),1301,PASS
SEL-REG-013,Web User Registration Flow,Form Inputs,Chrome (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #13,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-013 in Chrome (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1631ms),1631,PASS
SEL-REG-014,Web User Registration Flow,Password Strength Meter,Edge (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #14,Functional,Low,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-014 in Edge (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1690ms),1690,PASS
SEL-REG-015,Web User Registration Flow,Confirm Password Match,Chrome (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #15,Functional,Medium,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-015 in Chrome (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (762ms),762,PASS
SEL-REG-016,Web User Registration Flow,Terms Modal,Edge (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #16,Functional,High,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-016 in Edge (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (714ms),714,PASS
SEL-REG-017,Web User Registration Flow,Duplicate Email 409,Chrome (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #17,Functional,Critical,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-017 in Chrome (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (993ms),993,PASS
SEL-REG-018,Web User Registration Flow,Success Toast,Edge (v131.0),Desktop (1920x1080),Web User Registration Flow - Web verification scenario #18,Functional,Low,"Web application loaded in Edge (v131.0) at Desktop (1920x1080), network active","1. Launch Edge (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Web User
4. Assert DOM element state and network response",Action parameters for SEL-REG-018 in Edge (v131.0),Web User Registration Flow executes cleanly on web browser without JavaScript errors,Web User Registration Flow executes cleanly on web browser without JavaScript errors - Verified passed via Selenium WebDriver W3C test runner (1567ms),1567,PASS
SEL-PWD-001,Web Password Recovery & Reset,Reset Request Form,Chrome (v131.0),Desktop (1920x1080),"Forgot Password page renders email input and ""Send Reset Code"" button",UI/UX,High,"Web application loaded in Chrome (v131.0) at Desktop (1920x1080), network active","1. Launch Chrome (v131.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Forgot Password
4. Assert DOM element state and network response",Action parameters for SEL-PWD-001 in Chrome (v131.0),Email input field and submit button visible,Email input field and submit button visible - Verified passed via Selenium WebDriver W3C test runner (1631ms),1631,PASS
SEL-PWD-002,Web Password Recovery & Reset,Email Verification Code,Firefox (v133.0),Desktop (1920x1080),Submitting email sends reset code and transitions to Step 2 (Reset Code & New Password),Functional,Critical,"Web application loaded in Firefox (v133.0) at Desktop (1920x1080), network active","1. Launch Firefox (v133.0) with viewport Desktop (1920x1080)
2. Navigate to target web route
3. Execute action: Submitting email
4. Assert DOM element state and network response",Action parameters for SEL-PWD-002 in Firefox (v133.0),Step 2 form fields revealed with animation,Step 2 form fields revealed with animation - Verified passed via Selenium WebDriver W3C test runner (987ms),987,PASS
